pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION,0.847797062750334,0.937809394067309,-0.302465169063389,-0.705002426059427,634,17,Smchd1|Epc1|Mbtd1|Morf4l2|Setd2|Actr2|Rbbp8|Epc2|Yeats4|Spidr
GOBP_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION,0.868300153139357,0.948710535796935,-0.42474217062653,-0.705313095853819,566,4,Atg7|Sirt1
GOBP_NEGATIVE_REGULATION_OF_HISTONE_H4_ACETYLATION,0.868300153139357,0.948710535796935,-0.42474217062653,-0.705313095853819,566,4,Atg7|Sirt1
GOBP_REGULATION_OF_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME,0.82453637660485,0.928297841575112,-0.378234023245517,-0.705428524913452,577,6,Ogt|Kansl1|Msl2|Phf20|Msl1
GOMF_PROTEIN_KINASE_B_BINDING,0.83493810178817,0.931973299160339,-0.320788736906105,-0.70565903753233,606,13,Ppp2ca|Traf6|Ccdc88a|Pde3b|Srsf5|Rara|Sirt1|Appl1
BIOCARTA_AKAP13_PATHWAY,0.86676875957121,0.947931653076987,-0.42495126705653,-0.705660314615162,565,4,Lpar1|Gna12|Rhoa|Prkacb
MIR_24_3P,0.9,0.963761241046376,-0.244978434810796,-0.705669973124312,737,62,Rap1b|Diaph1|Dlc1|Mxi1|Ptger4|Plcl2|Btaf1|Apba1|Bcl2l11|Tspan14|Rap1a|Sptlc2|Ugcg|Arid5a|Appl2|Depdc5|Sesn1|Atad2b|Med13|Gfpt1|Per1|Agps|Anks1|Ago3|Zfp654|Taok1|Mecp2|Avl9|Ttc17|Tmem164|Top1
MIR_23A_5P,0.817796610169492,0.926333648398838,-0.362480585276249,-0.705830548417185,578,7,Prkx|Dock11|Nudt4|Eps15l1|C5ar1|Chd4
MIR_3064_5P,0.862068965517241,0.945565981504908,-0.270174150517257,-0.706051015357228,674,32,Rgl1|Zfand3|Igf2bp2|Pik3cb|Maff|Fam102b|Nr4a3|Rora|Txnip|Il10ra|Ap1g1|Appl2|Eif4a2|Clock|Frmd4a|Mecp2|Fbxl17|Tnrc18|Phf21a
GOBP_NUCLEAR_MIGRATION_ALONG_MICROTUBULE,0.938398357289528,0.978476939282896,-0.534940345751157,-0.706221542580633,456,1,Sun2
MIKKELSEN_MEF_ICP_WITH_H3K27ME3,0.817796610169492,0.926333648398838,-0.362735784956515,-0.706327479115255,578,7,Slfn5|Tnf|Elmo1
GOMF_CAMP_DEPENDENT_PROTEIN_KINASE_REGULATOR_ACTIVITY,0.86676875957121,0.947931653076987,-0.425416100290526,-0.706432201632742,565,4,Prkag2|Pkig
GOCC_APICAL_JUNCTION_COMPLEX,0.857323232323232,0.942569473226651,-0.270725382795236,-0.706488867549131,678,31,Cyth1|Actg1|Pmp22|Arhgap17|Frmd6|Cyth3|Ctnna1|Ash1l|Vapa|Clmp|Dlg1|Frmd4b|Frmd4a|Pkn2|Apc|Pdcd6ip|Ctnnd1
GOMF_RNA_ENDONUCLEASE_ACTIVITY,0.825788751714678,0.928860854364827,-0.329089033998669,-0.706521470332047,601,11,Snd1|Ago2|Smg6
GOBP_DNA_INTEGRITY_CHECKPOINT_SIGNALING,0.857323232323232,0.942569473226651,-0.270802515181716,-0.706690153338491,678,31,Foxn3|Cdkn1a|Mdm2|Map3k20|Wac|Dgkz|Fem1b|Brd4|Taok3|Parp9|Clock|Nop53
GOMF_THREONINE_TYPE_ENDOPEPTIDASE_ACTIVITY,0.823109843081312,0.927664038526668,-0.379059550440771,-0.706968181305615,576,6,Psmb8|Psmb9
GOMF_THREONINE_TYPE_PEPTIDASE_ACTIVITY,0.823109843081312,0.927664038526668,-0.379059550440771,-0.706968181305615,576,6,Psmb8|Psmb9
GOBP_POSITIVE_REGULATION_OF_GLUCONEOGENESIS,0.833562585969739,0.931266940299225,-0.321430360837963,-0.707070457804062,605,13,Hif1a|Tcf7l2|Foxo1|Ptpn2|Sirt1|Ppp4r3a|Cry1|Ppp4r3b|Kat2b
GOBP_NEGATIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.865237366003063,0.947038191216889,-0.425925925925926,-0.707278801575288,564,4,Nedd4l|Snx27|Pten|Sumo1
GOBP_REGULATION_OF_CIRCADIAN_RHYTHM,0.871959026888604,0.948983862797598,-0.261762053438382,-0.707562003873461,680,42,Fbxw11|Noct|Bhlhe40|Gsk3b|Phlpp1|Id2|Ptger4|Rock2|Rora|Fbxw7|Atg7|Usp9x|Fbxl3|Per1|Usp7|Kdm2a|Clock|Sik1|Sfpq|Ube3a|Kdm5c|Mapk8|Kdm5b|Fbxl17|Hnrnpd
ZFP456_TARGET_GENES,0.849802371541502,0.939093267842659,-0.296057513865879,-0.708033453782488,644,20,Eea1|Cass4|Nfat5
GOMF_2_IRON_2_SULFUR_CLUSTER_BINDING,0.817802503477051,0.926333648398838,-0.33762268627099,-0.708171551608162,587,10,Xdh
MIR_7236_3P,0.87888198757764,0.951652833982297,-0.449588964616211,-0.708246088549908,565,3,Golph3|Crebrf
MP_INCREASED_INCIDENCE_OF_TUMORS_BY_IONIZING_RADIATION_INDUCTION,0.819074333800842,0.926427104722793,-0.353460945367152,-0.708283751236865,583,8,Cdkn1a
GOCC_COPII_COATED_ER_TO_GOLGI_TRANSPORT_VESICLE,0.85479797979798,0.941642749647071,-0.271430474571419,-0.708328885228045,676,31,App|Ergic1|Sec24d|Sec24b|Uso1|Ecpas|Sec31a|Yipf5|Tmed5
GOCC_LAMIN_FILAMENT,0.87888198757764,0.951652833982297,-0.449711085304088,-0.708438467603503,565,3,Lmnb1
GOBP_GROOMING_BEHAVIOR,0.863705972434916,0.946268773057794,-0.427148445429912,-0.709308877879759,563,4,Htt
GOBP_C_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION,0.846833578792342,0.937655495060215,-0.402183194386052,-0.709489171237073,574,5,Atg7|Agtpbp1|Atg12|Wipi2
REACTOME_SIGNALING_BY_PTK6,0.856770833333333,0.942569473226651,-0.281521269048697,-0.709504316283358,657,26,Hif1a|Kras|Elmo1|Stat3|Hbegf|Socs3|Cbl
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM,0.818181818181818,0.926427104722793,-0.344500216485806,-0.709559851041953,593,9,Foxp1|Emilin2
GOBP_CELLULAR_RESPONSE_TO_UV_C,0.936344969199179,0.977590258703606,-0.537618699780862,-0.709757472015492,455,1,Impact
WP_GPCRS_OTHER,0.877329192546584,0.950998538756528,-0.450560675608599,-0.709776843447655,564,3,Adgre5|Gpr132
GM6710_GM14391_UNIPROT_Q8C1K5_UNREVIEWED_TARGET_GENES,0.912743972445465,0.969266812710588,-0.234082587280958,-0.710041260628643,794,92,Foxn3|Bcar3|Fcgr2b|Tpt1|Nktr|Irf8|Luc7l2|Uvrag|Zfp36l1|Maf|Atrnl1|Atp8b4|Tor1aip1|Smad7|Cltc|Atg2a|Ndfip2|Rora|Ogt|Rell1|Tatdn2|Dnmt3a|Carhsp1|Hspa9|Mlxip|Ywhag|Sap30|Arrdc3|Clec2d
GOBP_TRANSPORT_ALONG_MICROTUBULE,0.876404494382023,0.95027016517745,-0.252640344243232,-0.710101418695788,701,52,App|Fbxw11|Hif1a|Ap3s1|Map2k1|Htt|Ap3b1|Dtnbp1|Trak1|Myo5a|Rabgef1|Kif13a|Pafah1b1|Rab1a|Arl8b|Ndel1|Rab21|Kif1b
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,0.88758389261745,0.956598406268728,-0.484169508037019,-0.710119407560291,528,2,Casp3|Xiap
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,0.842456608811749,0.936484953797021,-0.304709355244715,-0.710233298451325,630,17,App|Cltc|Dnm2|Arrb1|Gns|Ap1g1
GOBP_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,0.862174578866769,0.94560946822099,-0.427710724359113,-0.710242580063611,562,4,Furin|Atp6ap2
GOCC_CILIARY_TIP,0.936344969199179,0.977590258703606,-0.538105673240808,-0.710400368276376,455,1,Cyld
GOBP_VITAMIN_METABOLIC_PROCESS,0.818431911966988,0.926427104722793,-0.318618848345269,-0.710430357714228,594,14,Slc23a2|Tnf|Mthfs|Ppard|Akr1a1
GOBP_REGULATION_OF_DNA_METHYLATION,0.842415316642121,0.936484953797021,-0.402878115874639,-0.710715078430349,571,5,Rlf|Mecp2|Kmt2a
chrXE1,0.936344969199179,0.977590258703606,-0.538349159970782,-0.710721816406818,455,1,Chm
GOBP_PRENYLATION,0.936344969199179,0.977590258703606,-0.538349159970782,-0.710721816406818,455,1,Chm
GOBP_PROTEIN_GERANYLGERANYLATION,0.936344969199179,0.977590258703606,-0.538349159970782,-0.710721816406818,455,1,Chm
GOBP_GOLGI_TO_VACUOLE_TRANSPORT,0.83402489626556,0.931518783136856,-0.327534107968244,-0.71076361439864,602,12,Laptm5|Ap3s1|Vps54
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,0.875776397515528,0.95000008960156,-0.451285958944267,-0.710919396148022,563,3,Itpk1|Nudt4
GOBP_INNER_CELL_MASS_CELL_PROLIFERATION,0.859111791730475,0.943492203580737,-0.428118908382066,-0.710920397235573,560,4,Brd4|Ndel1|Sbds|Ncapg2
GOBP_POSITIVE_REGULATION_OF_HEPATIC_STELLATE_CELL_ACTIVATION,0.885906040268456,0.95561188779209,-0.484735915573634,-0.710950143444442,527,2,Fgfr1
GOBP_TAURINE_METABOLIC_PROCESS,0.936344969199179,0.977590258703606,-0.538836133430728,-0.711364712667701,455,1,Stat5b
GOBP_NEURON_CELLULAR_HOMEOSTASIS,0.856209150326797,0.942569473226651,-0.289853291693303,-0.711425159375561,654,23,App|Atp7a|Atp6v0a1|Atp6v1b2|Atp6ap2|Atp6v1a
GOCC_RDNA_HETEROCHROMATIN,0.875776397515528,0.95000008960156,-0.451644336175396,-0.711483954649561,563,3,Sirt1|Nop53|Baz2a
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.875776397515528,0.95000008960156,-0.451653899285578,-0.711499019599803,563,3,Smad4|Frs2
GOBP_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,0.875776397515528,0.95000008960156,-0.451653899285578,-0.711499019599803,563,3,Smad4|Frs2
GOMF_HISTONE_H3_ACETYLTRANSFERASE_ACTIVITY,0.813124108416548,0.924587320141868,-0.381764992686494,-0.712013988967927,569,6,Kat6a|Kat6b|Kat2b|Kat7|Brd1|Ep300
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS,0.987110633727175,0.998638990052376,-0.213643392694995,-0.712054080894566,918,289,Sgms1|Gphn|App|Sgms2|Plcb1|Gda|Hspa1a|Lyst|Pfkp|Hif1a|Noct|Plek|Hspa1b|Pik3r1|Samhd1|Inpp5d|Atp7a|Xdh|Plbd1|Uvrag|Prdx6|Pi4k2a|Entpd1|Smg1|Ucp2|Ppp2ca|Hk3|Atp6v1b2|Gpcpd1|Pik3cb|Oasl2|Gpat3|Uck2|Nampt|Dgkd|Igf1|Adss|Stat3|Tspo|Pla2g4a|Naaa|Mtmr3|Nt5c2|Myh9|Adssl1|Atp6v1a
GOMF_BILE_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.884228187919463,0.954759218834698,-0.485630784218217,-0.712262625088139,526,2,Slc10a7|Abcc4
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION,0.856049004594181,0.942537592802686,-0.429093567251462,-0.712538884195699,558,4,Atg7|Wapl|Pds5a|Gtpbp4
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION,0.807909604519774,0.922898486689495,-0.36602749492061,-0.712737172609368,571,7,Rgs2
GOMF_BETA_TUBULIN_BINDING,0.842876165113182,0.936637836030189,-0.302945711747131,-0.712951630428065,632,18,Rgs2|B4galt1|Eml4|Htt|Arl8b|Ndel1|Appl1|Taok1
GOMF_ADENYLATE_KINASE_ACTIVITY,0.93429158110883,0.97717581808858,-0.540053567080594,-0.71297195331991,454,1,Ak2
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX,0.884228187919463,0.954759218834698,-0.486117876278617,-0.712977030930755,526,2,Usp9x|Pex14
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,0.835051546391753,0.931973299160339,-0.404260412632881,-0.713153580573398,566,5,Uap1|Gfpt1
BIOCARTA_CREB_PATHWAY,0.815680880330124,0.925952955863884,-0.319973632695004,-0.713451145515094,592,14,Pik3r1|Mapk1|Grb2|Rps6ka5|Prkca
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_CONTRACTION,0.815426997245179,0.925745122486895,-0.34639425277984,-0.713460957765114,591,9,Pde4b|Bin1|Atp2a2|Dlg1
GM14393_TARGET_GENES,0.818930041152263,0.926427104722793,-0.332395507549679,-0.713620140641685,596,11,Nfat5|Rora|Mlxip|Arrdc3
GOBP_PROTEIN_HETEROOLIGOMERIZATION,0.856049004594181,0.942537592802686,-0.429779207577377,-0.713677436320627,558,4,Cpsf6|Mat2a|Cpsf7
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP,0.815426997245179,0.925745122486895,-0.346499372716478,-0.71367747108793,591,9,Eps8|Kras
ZFP709_TARGET_GENES,0.871049304677623,0.948710535796935,-0.257263822944536,-0.713769508661702,688,49,Fn1|Tpt1|Cdkn1a|Maf|Glis3|Atp8b4
MIR_1943_5P,0.857868020304569,0.942608106769957,-0.274358233531454,-0.713797352252608,675,30,Samhd1|Bhlhe40|Smap2|Rnf150|Slc7a8|Htt|Fosl2|St3gal1|Ap1g1|Ube2h|Prdm2
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,0.916167664670659,0.970471094756441,-0.242435018513132,-0.714016051215894,764,73,H3f3b|Resf1|Smg1|Arid1b|Cul3|Nsmce2|Smg6|Tnks|Nek6|Sub1|Mapk1|Tnks2|Hnrnpc|Wapl|Dync1li1|Smc5|Ino80d|Sfpq|Nek7|Apc|Cdc27|Tex14|Ino80|Zfp207|Zwint|Rnf4|Hnrnpd
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION,0.815426997245179,0.925745122486895,-0.34668752403399,-0.71406500239978,591,9,Picalm|Tnf|Rock2|Ifngr1
GOBP_L_ASCORBIC_ACID_BIOSYNTHETIC_PROCESS,0.87111801242236,0.948710535796935,-0.453312366655601,-0.714111634944597,560,3,Akr1a1
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_ACETYLATION,0.81169757489301,0.923941858069632,-0.382895068310317,-0.714121645951066,568,6,Gsk3b|Atg7|Sirt1
SOX13_TARGET_GENES,0.840579710144928,0.935585703048393,-0.298607012103784,-0.714130681375953,637,20,Pag1|Ezr|Apbb1ip|Tmem123|Hk1|Setd2|Rnf114|Lats2|Arid4a|Stat5b|Ulk2
MARKEY_RB1_ACUTE_LOF_UP,0.889290012033694,0.957672086542728,-0.244992984663345,-0.714197829686289,738,67,Tiparp|Igf1r|Cxcl1|Vcan|Nipbl|Mdm2|Ptger4
GOBP_MICROTUBULE_BASED_TRANSPORT,0.877626699629172,0.951046832088421,-0.253255357153128,-0.714658561089244,709,54,App|Fbxw11|Hif1a|Ap3s1|Map2k1|Htt|Ap3b1|Dtnbp1|Trak1|Myo5a|Rabgef1|Kif13a|Pafah1b1|Rab1a|Arl8b|Ndel1|Rab21|Kif1b|Slc9a3r1
GOCC_GATOR2_COMPLEX,0.88255033557047,0.953501511614189,-0.487425387341956,-0.7148947249744,525,2,Sesn1
REACTOME_LINOLEIC_ACID_LA_METABOLISM,0.87111801242236,0.948710535796935,-0.453814235220206,-0.714902238086181,560,3,Elovl5|Acsl1
ANP32E_TARGET_GENES,0.991735537190083,0.999964895819051,-0.210432362895565,-0.715271341599048,959,393,Dusp1|Pim1|Lgmn|Rbms1|Peak1|Trib1|Lars2|Tpt1|Errfi1|Mef2c|Camk2d|Neat1|Wipf1|Il1rap|Irf8|Arih1|Rab43|Fam117b|Azin1|Nfat5|Tcf4|Mycbp2|Bhlhe40|Atp6v0a1|Zfand3|Erbin|Kdm6a|Arid4b|Dyrk1a|Rpl10|Rapgef6|Nampt|Zcchc7|Cask|Asap1|Dip2c|Selenok|Ddx3x|Traf6|Itpr1|Ppp1r15a|Slc12a6|Eml4|Lnpep|Lasp1|Nr3c1|Hivep1|Vps13d|Tmem123|Wdfy2|Egr2|Fgd4|Trip12|Btbd1|Rock1|Sub1|Nr4a3|Stxbp3|Tpp2|Pias1|Zswim4|Bcl2l11|Hnrnpll|Sgk1|Evl|Numb|Sp3|Tcp11l2|Htt|BC005537|Rnase4|Ubl3|Junos|Xbp1|Pcyt1a|Rnh1|Kdm4c|Prkag2|Pacsin2|Atf1|Tatdn2|Csnk1g1|Gns|Cd274|Hspa9|Frs2|Rhoc|Rel|Rnf19a|Ap1g1|Rhoq|Srsf5|Sh3glb1|Pmepa1|Nfatc3|Elf2
HEVNER_VENTRICULAR_ZONE_AND_UP_NEURON_FATE_COMMITTED_CELLS,0.87111801242236,0.948710535796935,-0.454089555420244,-0.715335955259249,560,3,Arid1b
REACTOME_TRP_CHANNELS,0.854517611026034,0.941642749647071,-0.430825337906126,-0.715414606471987,557,4,Ripk1|Trpm7|Trpv2
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_OXIDATIVE_STRESS,0.829875518672199,0.931026923674139,-0.329819388183342,-0.715722774333684,599,12,Psap|Hk3|Oxr1|Mctp1|Nr4a3
GOBP_REGULATION_OF_HELICASE_ACTIVITY,0.880872483221476,0.95253865383491,-0.488098013236332,-0.715881248689121,524,2,Sirt1
MIR_425_3P,0.930184804928131,0.975594482273113,-0.542488434380326,-0.716186434624328,452,1,Agap1
GOMF_UDP_GLUCOSYLTRANSFERASE_ACTIVITY,0.854517611026034,0.941642749647071,-0.431345360998622,-0.716278139981606,557,4,Ugcg|Gys1|Uggt1
WP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,0.854517611026034,0.941642749647071,-0.43135242483018,-0.716289869951572,557,4,C1qb|C1qc
ELLWOOD_MYC_TARGETS_DN,0.81292984869326,0.924587320141868,-0.321483429053048,-0.716817566466935,590,14,Ezr|Smim14|Pdia6|Rnf149
GOMF_PHOTORECEPTOR_ACTIVITY,0.930184804928131,0.975594482273113,-0.543218894570246,-0.717150779015654,452,1,Cry1
GOMF_NUCLEOSOMAL_DNA_BINDING,0.849923430321593,0.939093267842659,-0.431900207398973,-0.717199499948707,554,4,H3f3b
MIR_3089_3P,0.852040816326531,0.940603526149504,-0.273513935050635,-0.717223946477591,667,33,Cd44|Zfand5|Flrt2|Mapre2|Dyrk1a|Atp9b|Map3k1|Btaf1|Zfp704|Lemd3|Tnks2|Slk|Csnk1g1
REACTOME_SURFACTANT_METABOLISM,0.833578792341679,0.931266940299225,-0.406594286192012,-0.71727075414095,565,5,Ctsh|Napsa
GOBP_POSITIVE_REGULATION_OF_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,0.880872483221476,0.95253865383491,-0.489138250001838,-0.717406938149903,524,2,Tcf7l2
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,0.880872483221476,0.95253865383491,-0.489138250001838,-0.717406938149903,524,2,Tcf7l2
GOMF_RNA_POLYMERASE_III_GENERAL_TRANSCRIPTION_INITIATION_FACTOR_BINDING,0.868012422360249,0.948710535796935,-0.455542021924482,-0.717624053503063,558,3,Optn|Rptor|Bdp1
GOMF_P53_BINDING,0.856960408684547,0.942569473226651,-0.274715038695574,-0.717917800920489,670,32,Hif1a|Gsk3b|Mdm2|Rchy1|Plk3|Htt|Rffl|Brd4|Crebbp|Usp7|Sirt1|Nop53|Dazap2|Setd7|Pttg1ip
GOMF_3_5_EXONUCLEASE_ACTIVITY,0.822558459422283,0.927529179819429,-0.326509858902116,-0.718244147222425,597,13,Noct|Pan3|Cnot6l|Isg20|Xrn2|Dis3l2|Cnot2|Cnot7|Cnot1
GOBP_DEVELOPMENT_OF_SECONDARY_FEMALE_SEXUAL_CHARACTERISTICS,0.849923430321593,0.939093267842659,-0.432546046213139,-0.718271958971954,554,4,Ncoa3|Tgfb1|Stat5b
GOBP_V_D_J_RECOMBINATION,0.805991440798859,0.922192474897752,-0.385219180950109,-0.718456251646114,564,6,Foxp1
GOCC_NUCLEOSOME,0.827868852459016,0.930030602235837,-0.312860756942407,-0.718475004360772,605,16,H3f3b|Epc1|Mbtd1|Morf4l2|Kat6a|Kat6b|Epc2|H1f0|Yeats4|Glyr1
MIR_7059_3P,0.853092783505155,0.941350236344121,-0.2710028405627,-0.71849844257523,661,38,Slc8a1|Klf4|Il13ra1|Ugdh|Itsn2|Nr4a3|Vamp4|Strn3|Kmt2e|Bclaf1|Phc2|Rufy3|Mapkap1|Eif4e|Clock|Aebp2|Mapk8|Sel1l|Bbx|Mecp2
BIOCARTA_TOLL_PATHWAY,0.812841530054645,0.924587320141868,-0.317203018671829,-0.718609453628251,594,15,Nfkbia|Fos|Traf6|Map3k1|Map2k4|Jun|Map3k14
GOMF_MOLECULAR_CARRIER_ACTIVITY,0.844532279314888,0.936637836030189,-0.287459399781137,-0.718675437853966,640,25,Kpna4|Atp7a|Kpna1|Kpna3|Tnpo1
MIR_6410,0.88984088127295,0.958069660184987,-0.249917022643756,-0.718739375852031,726,61,Rap1b|Diaph1|Dlc1|Mxi1|Ptger4|Plcl2|Btaf1|Apba1|Bcl2l11|Tspan14|Rap1a|Sptlc2|Ugcg|Arid5a|Appl2|Depdc5|Sesn1|Atad2b|Med13|Gfpt1|Per1|Agps|Anks1|Ago3|Zfp654|Taok1|Mecp2|Avl9|Ttc17|Tmem164|Top1
MIR_6413,0.88984088127295,0.958069660184987,-0.249917022643756,-0.718739375852031,726,61,Rap1b|Diaph1|Dlc1|Mxi1|Ptger4|Plcl2|Btaf1|Apba1|Bcl2l11|Tspan14|Rap1a|Sptlc2|Ugcg|Arid5a|Appl2|Depdc5|Sesn1|Atad2b|Med13|Gfpt1|Per1|Agps|Anks1|Ago3|Zfp654|Taok1|Mecp2|Avl9|Ttc17|Tmem164|Top1
GOMF_METAL_CATION_PROTON_ANTIPORTER_ACTIVITY,0.848392036753446,0.938090422817077,-0.432843756256984,-0.718766326631236,553,4,Slc9a9|Slc9a1|Chp1
IWANAGA_CARCINOGENESIS_BY_KRAS_UP,0.865168539325843,0.947038191216889,-0.255738247791259,-0.718808759999592,692,52,Runx1|Ctsh|Asph|Rai14|Igf1|Tgfbr2|Glrx|F7|Dnm2
GOCC_NUCLEAR_OUTER_MEMBRANE,0.833578792341679,0.931266940299225,-0.407477309493837,-0.718828490713088,565,5,Psen1|Nucb2|Ptgs2
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL,0.928131416837782,0.97482502386932,-0.544679814950085,-0.719079467798304,451,1,Slmap
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,0.928131416837782,0.97482502386932,-0.544679814950085,-0.719079467798304,451,1,Slmap
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX,0.864906832298137,0.946952085827874,-0.45649771382274,-0.719129573215668,556,3,Dlst
REACTOME_MET_ACTIVATES_PTPN11,0.864906832298137,0.946952085827874,-0.456517603313267,-0.719160905510226,556,3,Gab1|Grb2
NKX3_2_TARGET_GENES,0.97989417989418,0.995789599772411,-0.213986380759973,-0.719283677623813,925,314,Dab2|Plin2|Dusp1|Lpp|Creb5|Col3a1|Aff1|Trib1|Plaur|Zeb2|Vcan|Rbm39|Ascc3|Rsbn1|Spag9|Camk2d|Fyn|Rtn4|Vim|Apobec1|Ccnl1|Luc7l2|Atxn7l1|Pi4k2a|Notch2|Senp2|Mdfic|Snd1|Igf2bp2|Arhgap18|Rhoh|Tns3|Grk5|Dennd1b|Hpcal1|Tut4|Dip2c|Cep170|Exoc5|Nsd3|Manf|Sertad2|Celf2|Glrx|Cltc|Litaf|Clk1|Tmem123|Dhrs9|Vps54|Egr2|S100a6|Trip12|Zeb2os|Ythdc1|Gm15283|Ankrd44|Zbtb20|Myo9b|Rnf149|Sgk1|Tent5c|Numb|Agfg1|Marf1|Sptlc2|Ugcg|Eif4a1|Inpp5a|Sppl2a|Fnip2|Junos|Fkbp15|Pcyt1a|Rnh1|Igfbp6|Zfand2a|Cped1|Fut8|1810013L24Rik|Heatr5a|Smurf1|Tcf12|Map3k3|Cmpk1|Spty2d1|Slc20a1|Usp16|Hspa9|Cnot6l
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX,0.876201923076923,0.950256055466492,-0.246977411222713,-0.719356169437663,728,66,Hspa5|P4hb|P4ha1|Stt3b|Pdia6|Tap1|Calr|Sptlc2|P4ha2|Pdia3|H13|Sdf2l1|Sec63|Map3k5|Ern1|Hsp90b1|Nbas|Tapbp|Pdia4|Ostc|Rpn2|Sel1l|Selenos|Sec61a1|Sec61b|H2-Q4|Srebf2|Dnajb11|Ppib|Spcs2
TABULA_MURIS_SENIS_PANCREAS_LEUKOCYTE_AGEING,0.838292367399741,0.934065267342721,-0.282668676239094,-0.719369017743097,647,27,Atf3|Jund|Csf2ra
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION,0.822558459422283,0.927529179819429,-0.327045459214451,-0.719422340710604,597,13,Hip1|Cyth1|Gsk3b|Apba1|Prkce|Prkca
GOBP_SPHINGOMYELIN_CATABOLIC_PROCESS,0.87751677852349,0.951046832088421,-0.490529274228845,-0.719447118879146,522,2,Prkcd
MIR_2136,0.803138373751783,0.921030806988948,-0.38587781129859,-0.719684635679908,562,6,Lyn|Tmem165
GOBP_NCRNA_METABOLIC_PROCESS,0.946006749156355,0.981505518006474,-0.226720461176055,-0.719700849119002,840,153,App|Fos|Lilrb4a|Lars2|Hif1a|Chd7|Klf4|Egr1|Ell|Zc3h7a|Snd1|Tnf|Ago2|Zcchc7|Stat3|Tut4|Riok3|Ddx3x|Tut7|Nr3c1|Mrtfa|Smad4|Ell2
YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_7,0.846153846153846,0.937200448689622,-0.271721620027422,-0.719710689705347,659,37,Crip1|Anxa3|Ddx3x|Etf1|Rreb1
GOBP_GOLGI_VESICLE_BUDDING,0.848392036753446,0.938090422817077,-0.433469214877766,-0.719804942965238,553,4,Arfgap3|Golph3|Gbf1
GOCC_NUCLEAR_INNER_MEMBRANE,0.812841530054645,0.924587320141868,-0.317804735943594,-0.719972617578305,594,15,Tmx4|Itpr1|Tra2b|Lmnb1|Lemd3|Ern1|Sirt1|Smad3|Ptgs2
DESCARTES_ORGANOGENESIS_LENS,0.928131416837782,0.97482502386932,-0.545410275140005,-0.72004381218963,451,1,Sipa1l3
MIR_453,0.800847457627119,0.919455295461809,-0.369818013893581,-0.720118158499796,566,7,Cd24a|Rab2a|Akirin2|Rcor1
MIR_496A_5P,0.800847457627119,0.919455295461809,-0.369818013893581,-0.720118158499796,566,7,Cd24a|Rab2a|Akirin2|Rcor1
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,0.809457579972184,0.923629176418943,-0.343381927861106,-0.720251696748898,581,10,Slc8a1|Prkca|Atp2a2|Slc9a1|Atp2b4
