"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gm8369",0.10546419518988,-0.311612512192529,0.235,0.28,1
"Kif13b",0.10679836927114,0.251487719828706,0.851,0.831,1
"Dscam",0.112406356759879,-0.256043566542348,0.08,0.117,1
"Tnfrsf9",0.117031942090684,0.37748051299598,0.26,0.217,1
"Map3k14",0.122805559764402,0.445408762343833,0.146,0.108,1
"Plcg1",0.125527594083959,0.253025596179482,0.712,0.723,1
"Nr4a2",0.129628421768963,0.315919309643488,0.387,0.349,1
"Zfp318",0.13083462761498,0.28148926021767,0.142,0.108,1
"Tmem163",0.134088034533952,0.283653428616714,0.269,0.223,1
"Ctla4",0.134592894289778,0.429360089234807,0.443,0.386,1
"Jun",0.139391604023621,0.270467588849264,1,1,1
"Ncoa3",0.154327106909618,0.315387538520295,0.229,0.196,1
"Izumo1r",0.163629562735171,0.284761574489531,0.121,0.09,1
"Jakmip1",0.183094835031329,0.309967208947169,0.155,0.127,1
"Arhgap15",0.194212251313715,0.259340453360753,0.743,0.792,1
"Camk4",0.197815039263311,0.292350252849437,0.43,0.416,1
"Trim26",0.213372746594981,0.327527553464272,0.52,0.521,1
"Cd3d",0.230907354424539,0.287612188024929,0.563,0.572,1
"Bcl2",0.243182559953867,0.392953103470676,0.969,0.949,1
"Gm12840",0.25657733960362,0.266523819191375,0.124,0.096,1
"Tbc1d4",0.271998684530721,0.318881839591487,0.697,0.789,1
"Gfod1",0.288567441142678,0.366387050182679,0.183,0.157,1
"Ikzf2",0.292145386589186,0.490633272338235,0.35,0.325,1
"Neurl3",0.32598257074049,0.255782507517766,0.254,0.229,1
"Tox",0.347608770498444,0.356415466424583,0.362,0.346,1
"Cep85l",0.349943736846345,0.349560206765145,0.108,0.09,1
"Gm47283",0.389041220043982,0.265988682506111,1,1,1
"4930523C07Rik",0.42393564757706,0.275973873027671,0.446,0.443,1
"Chn2",0.425754854700128,-0.250974264059999,0.155,0.175,1
"Rftn1",0.435568538537479,0.33182982814631,0.238,0.223,1
"Il12rb2",0.464791365454506,0.286959130193777,0.195,0.184,1
"Plac8",0.466120723618223,0.277525918598877,0.241,0.229,1
"Dusp10",0.569408438539875,0.271426609053728,0.204,0.196,1
"Tyrobp",0.638146135447803,-0.482934638916469,0.96,0.849,1
"Ighm",0.807778550153284,-0.684255818611459,0.142,0.133,1
"Runx3",0.866105153411841,0.251094367152523,0.381,0.413,1
"Ccl5",0.877267106958719,-0.274339086409822,0.573,0.554,1
"Prf1",0.883925895890243,-0.350866103491775,0.17,0.169,1
